# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] 
8.1450000000e-01 3.8071280970e+00 4.5790321369e+00 1.4857000000e+04 6.3888677055e+01 5.4147725674e-01 7.8464123378e-01 5.4805298874e+04 -5.3684944948e-01 5.9302270194e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1500000000e-01 3.8090167095e+00 4.5788600386e+00 1.4857000000e+04 6.3888677055e+01 5.4201473943e-01 7.8458217332e-01 5.4838942397e+04 -5.3803902648e-01 5.8662727586e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1550000000e-01 3.8109085631e+00 4.5786897999e+00 1.4857000000e+04 6.3888677055e+01 5.4255341168e-01 7.8452375233e-01 5.4872585920e+04 -5.3922860348e-01 5.8023184979e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1600000000e-01 3.8128036532e+00 4.5785214211e+00 1.4857000000e+04 6.3888677055e+01 5.4309327351e-01 7.8446597082e-01 5.4906229443e+04 -5.4041818048e-01 5.7383642371e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1650000000e-01 3.8147019747e+00 4.5783549024e+00 1.4857000000e+04 6.3888677055e+01 5.4363432491e-01 7.8440882880e-01 5.4939872966e+04 -5.4160775748e-01 5.6744099763e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1700000000e-01 3.8166035230e+00 4.5781902441e+00 1.4857000000e+04 6.3888677055e+01 5.4417656587e-01 7.8435232625e-01 5.4973516489e+04 -5.4279733448e-01 5.6104557155e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1750000000e-01 3.8185082931e+00 4.5780274462e+00 1.4857000000e+04 6.3888677055e+01 5.4471999640e-01 7.8429646319e-01 5.5007160012e+04 -5.4398691148e-01 5.5465014547e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1800000000e-01 3.8204162804e+00 4.5778665090e+00 1.4857000000e+04 6.3888677055e+01 5.4526461650e-01 7.8424123961e-01 5.5040803535e+04 -5.4517648848e-01 5.4825471939e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1850000000e-01 3.8223274798e+00 4.5777074328e+00 1.4857000000e+04 6.3888677055e+01 5.4581042617e-01 7.8418665551e-01 5.5074447058e+04 -5.4636606548e-01 5.4185929331e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1900000000e-01 3.8242418867e+00 4.5775502176e+00 1.4857000000e+04 6.3888677055e+01 5.4635742541e-01 7.8413271089e-01 5.5108090581e+04 -5.4755564248e-01 5.3546386723e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1950000000e-01 3.8261594963e+00 4.5773948637e+00 1.4857000000e+04 6.3888677055e+01 5.4690561422e-01 7.8407940575e-01 5.5141734104e+04 -5.4874521948e-01 5.2906844116e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2000000000e-01 3.8280803036e+00 4.5772413712e+00 1.4857000000e+04 6.3888677055e+01 5.4745499259e-01 7.8402674009e-01 5.5175377627e+04 -5.4993479648e-01 5.2267301508e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2050000000e-01 3.8300043039e+00 4.5770897405e+00 1.4857000000e+04 6.3888677055e+01 5.4800556053e-01 7.8397471391e-01 5.5209021149e+04 -5.5112437348e-01 5.1627758900e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2100000000e-01 3.8319314925e+00 4.5769399715e+00 1.4857000000e+04 6.3888677055e+01 5.4855731805e-01 7.8392332721e-01 5.5242664672e+04 -5.5231395048e-01 5.0988216292e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2150000000e-01 3.8338618644e+00 4.5767920646e+00 1.4857000000e+04 6.3888677055e+01 5.4911026513e-01 7.8387257999e-01 5.5276308195e+04 -5.5350352748e-01 5.0348673684e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2200000000e-01 3.8357954148e+00 4.5766460199e+00 1.4857000000e+04 6.3888677055e+01 5.4966440178e-01 7.8382247226e-01 5.5309951718e+04 -5.5469310448e-01 4.9709131076e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2250000000e-01 3.8377321391e+00 4.5765018376e+00 1.4857000000e+04 6.3888677055e+01 5.5021972799e-01 7.8377300400e-01 5.5343595241e+04 -5.5588268148e-01 4.9069588468e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2300000000e-01 3.8396720323e+00 4.5763595179e+00 1.4857000000e+04 6.3888677055e+01 5.5077624378e-01 7.8372417523e-01 5.5377238764e+04 -5.5707225848e-01 4.8430045860e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2350000000e-01 3.8416150896e+00 4.5762190609e+00 1.4857000000e+04 6.3888677055e+01 5.5133394913e-01 7.8367598593e-01 5.5410882287e+04 -5.5826183548e-01 4.7790503253e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2400000000e-01 3.8435613064e+00 4.5760804668e+00 1.4857000000e+04 6.3888677055e+01 5.5189284406e-01 7.8362843612e-01 5.5444525810e+04 -5.5945141248e-01 4.7150960645e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2450000000e-01 3.8455106777e+00 4.5759437357e+00 1.4857000000e+04 6.3888677055e+01 5.5245292855e-01 7.8358152579e-01 5.5478169333e+04 -5.6064098948e-01 4.6511418037e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2500000000e-01 3.8474631988e+00 4.5758088680e+00 1.4857000000e+04 6.3888677055e+01 5.5301420261e-01 7.8353525494e-01 5.5511812856e+04 -5.6183056649e-01 4.5871875429e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2550000000e-01 3.8494188648e+00 4.5756758636e+00 1.4857000000e+04 6.3888677055e+01 5.5357666624e-01 7.8348962357e-01 5.5545456379e+04 -5.6302014349e-01 4.5232332821e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2600000000e-01 3.8513776711e+00 4.5755447228e+00 1.4857000000e+04 6.3888677055e+01 5.5414031944e-01 7.8344463168e-01 5.5579099902e+04 -5.6420972049e-01 4.4592790213e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2650000000e-01 3.8533396127e+00 4.5754154457e+00 1.4857000000e+04 6.3888677055e+01 5.5470516220e-01 7.8340027927e-01 5.5612743425e+04 -5.6539929749e-01 4.3953247605e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2700000000e-01 3.8553046850e+00 4.5752880325e+00 1.4857000000e+04 6.3888677055e+01 5.5527119454e-01 7.8335656634e-01 5.5646386948e+04 -5.6658887449e-01 4.3313704998e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2750000000e-01 3.8572728831e+00 4.5751624834e+00 1.4857000000e+04 6.3888677055e+01 5.5583841644e-01 7.8331349289e-01 5.5680030471e+04 -5.6777845149e-01 4.2674162390e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2800000000e-01 3.8592442023e+00 4.5750387984e+00 1.4857000000e+04 6.3888677055e+01 5.5640682791e-01 7.8327105892e-01 5.5713673994e+04 -5.6896802849e-01 4.2034619782e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2850000000e-01 3.8612186377e+00 4.5749169778e+00 1.4857000000e+04 6.3888677055e+01 5.5697642895e-01 7.8322926444e-01 5.5747317517e+04 -5.7015760549e-01 4.1395077174e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2900000000e-01 3.8631961846e+00 4.5747970217e+00 1.4857000000e+04 6.3888677055e+01 5.5754721956e-01 7.8318810943e-01 5.5780961039e+04 -5.7134718249e-01 4.0755534566e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.2950000000e-01 3.8651768382e+00 4.5746789302e+00 1.4857000000e+04 6.3888677055e+01 5.5811919974e-01 7.8314759391e-01 5.5814604562e+04 -5.7253675949e-01 4.0115991958e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3000000000e-01 3.8671605938e+00 4.5745627036e+00 1.4857000000e+04 6.3888677055e+01 5.5869236948e-01 7.8310771787e-01 5.5848248085e+04 -5.7372633649e-01 3.9476449350e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3050000000e-01 3.8691474465e+00 4.5744483418e+00 1.4857000000e+04 6.3888677055e+01 5.5926672880e-01 7.8306848130e-01 5.5881891608e+04 -5.7491591349e-01 3.8836906742e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3100000000e-01 3.8711373916e+00 4.5743358452e+00 1.4857000000e+04 6.3888677055e+01 5.5984227768e-01 7.8302988422e-01 5.5915535131e+04 -5.7610549049e-01 3.8197364135e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3150000000e-01 3.8731304244e+00 4.5742252137e+00 1.4857000000e+04 6.3888677055e+01 5.6041901613e-01 7.8299192662e-01 5.5949178654e+04 -5.7729506749e-01 3.7557821527e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3200000000e-01 3.8751265400e+00 4.5741164476e+00 1.4857000000e+04 6.3888677055e+01 5.6099694415e-01 7.8295460850e-01 5.5982822177e+04 -5.7848464449e-01 3.6918278919e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3250000000e-01 3.8771257338e+00 4.5740095470e+00 1.4857000000e+04 6.3888677055e+01 5.6157606174e-01 7.8291792986e-01 5.6016465700e+04 -5.7967422149e-01 3.6278736311e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3300000000e-01 3.8791280009e+00 4.5739045119e+00 1.4857000000e+04 6.3888677055e+01 5.6215636890e-01 7.8288189070e-01 5.6050109223e+04 -5.8086379849e-01 3.5639193703e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3350000000e-01 3.8811333366e+00 4.5738013426e+00 1.4857000000e+04 6.3888677055e+01 5.6273786562e-01 7.8284649102e-01 5.6083752746e+04 -5.8205337549e-01 3.4999651095e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3400000000e-01 3.8831417361e+00 4.5737000392e+00 1.4857000000e+04 6.3888677055e+01 5.6332055192e-01 7.8281173083e-01 5.6117396269e+04 -5.8324295249e-01 3.4360108487e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3450000000e-01 3.8851531947e+00 4.5736006018e+00 1.4857000000e+04 6.3888677055e+01 5.6390442778e-01 7.8277761011e-01 5.6151039792e+04 -5.8443252949e-01 3.3720565879e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3500000000e-01 3.8871677076e+00 4.5735030304e+00 1.4857000000e+04 6.3888677055e+01 5.6448949321e-01 7.8274412888e-01 5.6184683315e+04 -5.8562210649e-01 3.3081023272e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3550000000e-01 3.8891852702e+00 4.5734073253e+00 1.4857000000e+04 6.3888677055e+01 5.6507574821e-01 7.8271128712e-01 5.6218326838e+04 -5.8681168349e-01 3.2441480664e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3600000000e-01 3.8912058776e+00 4.5733134865e+00 1.4857000000e+04 6.3888677055e+01 5.6566319278e-01 7.8267908485e-01 5.6251970361e+04 -5.8800126049e-01 3.1801938056e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3650000000e-01 3.8932295251e+00 4.5732215142e+00 1.4857000000e+04 6.3888677055e+01 5.6625182691e-01 7.8264752205e-01 5.6285613884e+04 -5.8919083749e-01 3.1162395448e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3700000000e-01 3.8952562079e+00 4.5731314085e+00 1.4857000000e+04 6.3888677055e+01 5.6684165062e-01 7.8261659874e-01 5.6319257407e+04 -5.9038041449e-01 3.0522852840e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3750000000e-01 3.8972859214e+00 4.5730431695e+00 1.4857000000e+04 6.3888677055e+01 5.6743266389e-01 7.8258631491e-01 5.6352900930e+04 -5.9156999149e-01 2.9883310232e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3800000000e-01 3.8993186608e+00 4.5729567972e+00 1.4857000000e+04 6.3888677055e+01 5.6802486674e-01 7.8255667056e-01 5.6386544452e+04 -5.9275956849e-01 2.9243767624e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3850000000e-01 3.9013544214e+00 4.5728722918e+00 1.4857000000e+04 6.3888677055e+01 5.6861825915e-01 7.8252766569e-01 5.6420187975e+04 -5.9394914549e-01 2.8604225016e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3900000000e-01 3.9033931984e+00 4.5727896535e+00 1.4857000000e+04 6.3888677055e+01 5.6921284113e-01 7.8249930030e-01 5.6453831498e+04 -5.9513872249e-01 2.7964682409e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.3950000000e-01 3.9054349872e+00 4.5727088822e+00 1.4857000000e+04 6.3888677055e+01 5.6980861267e-01 7.8247157439e-01 5.6487475021e+04 -5.9632829949e-01 2.7325139801e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4000000000e-01 3.9074797829e+00 4.5726299781e+00 1.4857000000e+04 6.3888677055e+01 5.7040557379e-01 7.8244448797e-01 5.6521118544e+04 -5.9751787649e-01 2.6685597193e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4050000000e-01 3.9095275809e+00 4.5725529414e+00 1.4857000000e+04 6.3888677055e+01 5.7100372448e-01 7.8241804102e-01 5.6554762067e+04 -5.9870745349e-01 2.6046054585e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4100000000e-01 3.9115783765e+00 4.5724777720e+00 1.4857000000e+04 6.3888677055e+01 5.7160306473e-01 7.8239223355e-01 5.6588405590e+04 -5.9989703049e-01 2.5406511977e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4150000000e-01 3.9136321649e+00 4.5724044701e+00 1.4857000000e+04 6.3888677055e+01 5.7220359455e-01 7.8236706557e-01 5.6622049113e+04 -6.0108660749e-01 2.4766969369e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4200000000e-01 3.9156889415e+00 4.5723330358e+00 1.4857000000e+04 6.3888677055e+01 5.7280531394e-01 7.8234253706e-01 5.6655692636e+04 -6.0227618449e-01 2.4127426761e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4250000000e-01 3.9177487015e+00 4.5722634691e+00 1.4857000000e+04 6.3888677055e+01 5.7340822290e-01 7.8231864804e-01 5.6689336159e+04 -6.0346576149e-01 2.3487884154e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4300000000e-01 3.9198114403e+00 4.5721957702e+00 1.4857000000e+04 6.3888677055e+01 5.7401232143e-01 7.8229539850e-01 5.6722979682e+04 -6.0465533849e-01 2.2848341546e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4350000000e-01 3.9218771531e+00 4.5721299391e+00 1.4857000000e+04 6.3888677055e+01 5.7461760953e-01 7.8227278844e-01 5.6756623205e+04 -6.0584491549e-01 2.2208798938e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4400000000e-01 3.9239458352e+00 4.5720659760e+00 1.4857000000e+04 6.3888677055e+01 5.7522408719e-01 7.8225081786e-01 5.6790266728e+04 -6.0703449249e-01 2.1569256330e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4450000000e-01 3.9260174820e+00 4.5720038808e+00 1.4857000000e+04 6.3888677055e+01 5.7583175443e-01 7.8222948675e-01 5.6823910251e+04 -6.0822406949e-01 2.0929713722e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4500000000e-01 3.9280920887e+00 4.5719436537e+00 1.4857000000e+04 6.3888677055e+01 5.7644061123e-01 7.8220879514e-01 5.6857553774e+04 -6.0941364649e-01 2.0290171114e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4550000000e-01 3.9301696507e+00 4.5718852947e+00 1.4857000000e+04 6.3888677055e+01 5.7705065760e-01 7.8218874300e-01 5.6891197297e+04 -6.1060322349e-01 1.9650628506e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4600000000e-01 3.9322501632e+00 4.5718288039e+00 1.4857000000e+04 6.3888677055e+01 5.7766189354e-01 7.8216933034e-01 5.6924840820e+04 -6.1179280049e-01 1.9011085898e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4650000000e-01 3.9343336217e+00 4.5717741814e+00 1.4857000000e+04 6.3888677055e+01 5.7827431904e-01 7.8215055716e-01 5.6958484342e+04 -6.1298237749e-01 1.8371543291e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4700000000e-01 3.9364200214e+00 4.5717214272e+00 1.4857000000e+04 6.3888677055e+01 5.7888793412e-01 7.8213242347e-01 5.6992127865e+04 -6.1417195449e-01 1.7732000683e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4750000000e-01 3.9385093577e+00 4.5716705415e+00 1.4857000000e+04 6.3888677055e+01 5.7950273877e-01 7.8211492925e-01 5.7025771388e+04 -6.1536153149e-01 1.7092458075e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4800000000e-01 3.9406016258e+00 4.5716215242e+00 1.4857000000e+04 6.3888677055e+01 5.8011873298e-01 7.8209807452e-01 5.7059414911e+04 -6.1655110849e-01 1.6452915467e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4850000000e-01 3.9426968211e+00 4.5715743755e+00 1.4857000000e+04 6.3888677055e+01 5.8073591676e-01 7.8208185926e-01 5.7093058434e+04 -6.1774068549e-01 1.5813372859e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4900000000e-01 3.9447949390e+00 4.5715290954e+00 1.4857000000e+04 6.3888677055e+01 5.8135429011e-01 7.8206628349e-01 5.7126701957e+04 -6.1893026250e-01 1.5173830251e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.4950000000e-01 3.9468959748e+00 4.5714856839e+00 1.4857000000e+04 6.3888677055e+01 5.8197385303e-01 7.8205134720e-01 5.7160345480e+04 -6.2011983950e-01 1.4534287643e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5000000000e-01 3.9489999237e+00 4.5714441411e+00 1.4857000000e+04 6.3888677055e+01 5.8259460552e-01 7.8203705039e-01 5.7193989003e+04 -6.2130941650e-01 1.3894745035e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5050000000e-01 3.9511067813e+00 4.5714044670e+00 1.4857000000e+04 6.3888677055e+01 5.8321654757e-01 7.8202339306e-01 5.7227632526e+04 -6.2249899350e-01 1.3255202428e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5100000000e-01 3.9532165428e+00 4.5713666618e+00 1.4857000000e+04 6.3888677055e+01 5.8383967920e-01 7.8201037521e-01 5.7261276049e+04 -6.2368857050e-01 1.2615659820e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5150000000e-01 3.9553292036e+00 4.5713307254e+00 1.4857000000e+04 6.3888677055e+01 5.8446400039e-01 7.8199799684e-01 5.7294919572e+04 -6.2487814750e-01 1.1976117212e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5200000000e-01 3.9574447590e+00 4.5712966578e+00 1.4857000000e+04 6.3888677055e+01 5.8508951115e-01 7.8198625795e-01 5.7328563095e+04 -6.2606772450e-01 1.1336574604e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5250000000e-01 3.9595632044e+00 4.5712644593e+00 1.4857000000e+04 6.3888677055e+01 5.8571621148e-01 7.8197515854e-01 5.7362206618e+04 -6.2725730150e-01 1.0697031996e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5300000000e-01 3.9616845351e+00 4.5712341296e+00 1.4857000000e+04 6.3888677055e+01 5.8634410138e-01 7.8196469861e-01 5.7395850141e+04 -6.2844687850e-01 1.0057489388e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5350000000e-01 3.9638087466e+00 4.5712056690e+00 1.4857000000e+04 6.3888677055e+01 5.8697318085e-01 7.8195487817e-01 5.7429493664e+04 -6.2963645550e-01 9.4179467804e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5400000000e-01 3.9659358342e+00 4.5711790775e+00 1.4857000000e+04 6.3888677055e+01 5.8760344988e-01 7.8194569720e-01 5.7463137187e+04 -6.3082603250e-01 8.7784041725e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5450000000e-01 3.9680657932e+00 4.5711543550e+00 1.4857000000e+04 6.3888677055e+01 5.8823490849e-01 7.8193715572e-01 5.7496780710e+04 -6.3201560950e-01 8.1388615647e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5500000000e-01 3.9701986191e+00 4.5711315016e+00 1.4857000000e+04 6.3888677055e+01 5.8886755666e-01 7.8192925372e-01 5.7530424232e+04 -6.3320518650e-01 7.4993189568e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5550000000e-01 3.9723343073e+00 4.5711105174e+00 1.4857000000e+04 6.3888677055e+01 5.8950139440e-01 7.8192199119e-01 5.7564067755e+04 -6.3439476350e-01 6.8597763489e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5600000000e-01 3.9744728530e+00 4.5710914023e+00 1.4857000000e+04 6.3888677055e+01 5.9013642171e-01 7.8191536815e-01 5.7597711278e+04 -6.3558434050e-01 6.2202337410e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5650000000e-01 3.9766142518e+00 4.5710741564e+00 1.4857000000e+04 6.3888677055e+01 5.9077263859e-01 7.8190938459e-01 5.7631354801e+04 -6.3677391750e-01 5.5806911332e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5700000000e-01 3.9787584989e+00 4.5710587797e+00 1.4857000000e+04 6.3888677055e+01 5.9141004504e-01 7.8190404051e-01 5.7664998324e+04 -6.3796349450e-01 4.9411485253e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5750000000e-01 3.9809055899e+00 4.5710452722e+00 1.4857000000e+04 6.3888677055e+01 5.9204864105e-01 7.8189933591e-01 5.7698641847e+04 -6.3915307150e-01 4.3016059174e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5800000000e-01 3.9830555201e+00 4.5710336339e+00 1.4857000000e+04 6.3888677055e+01 5.9268842664e-01 7.8189527079e-01 5.7732285370e+04 -6.4034264850e-01 3.6620633096e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5850000000e-01 3.9852082848e+00 4.5710238649e+00 1.4857000000e+04 6.3888677055e+01 5.9332940179e-01 7.8189184515e-01 5.7765928893e+04 -6.4153222550e-01 3.0225207017e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5900000000e-01 3.9873638796e+00 4.5710159652e+00 1.4857000000e+04 6.3888677055e+01 5.9397156651e-01 7.8188905900e-01 5.7799572416e+04 -6.4272180250e-01 2.3829780938e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.5950000000e-01 3.9895222998e+00 4.5710099348e+00 1.4857000000e+04 6.3888677055e+01 5.9461492080e-01 7.8188691232e-01 5.7833215939e+04 -6.4391137950e-01 1.7434354860e-03 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
